wavelength,r,g,b
5.01559751672152e-07,0.033580526037476216,0.6453409268342952,0.5796372414369427
5.02728471146286e-07,0.035082103581598335,0.6638046030429117,0.5586839862872487
5.0389719062042e-07,0.0359725345311849,0.6832603728487847,0.5375940634747967
5.050659100945539e-07,0.036487680185474984,0.7034948379612254,0.5164082747134441
5.062346295686879e-07,0.03769810832144168,0.7242946000895498,0.49516742171704203
5.074033490428219e-07,0.039256472220779534,0.7454462609430687,0.47391230619944763
5.08572068516956e-07,0.04010475941151125,0.7667364222310945,0.4526837298745163
5.0974078799109e-07,0.04081051568061911,0.7879516856629403,0.43152301883201644
5.109095074652239e-07,0.042199334543201565,0.808878652947916,0.4104739519253671
5.120782269393579e-07,0.04376383488958782,0.8293039257953388,0.38958102456049404
5.132469464134919e-07,0.04469760049529831,0.849014105914519,0.368888732230262
5.144156658876259e-07,0.04466094784607823,0.867795795014769,0.34844157042753404
5.155843853617598e-07,0.04554567203897863,0.8854355948053995,0.32828403464517464
5.167531048358938e-07,0.04684441279493963,0.9017201069957272,0.30846062037604344
5.179218243100278e-07,0.04793289368428703,0.9164359332950623,0.2890158231130049
5.190905437841619e-07,0.04926250213313989,0.929381530642219,0.26999413834892205
5.202592632582958e-07,0.05003505203664232,0.9408289549839336,0.2514400615766594
5.214279827324298e-07,0.05012989750457669,0.9514137875937533,0.23340231593180036
5.225967022065638e-07,0.051340755352663955,0.96096446135933,0.21595894326077855
5.237654216806978e-07,0.05128876655905235,0.9694310175116895,0.19920040852176435
5.249341411548318e-07,0.052410351692974026,0.9769978729295721,0.18321722143826988
5.261028606289657e-07,0.05274571026467643,0.982917216591865,0.16809989173380904
5.272715801030997e-07,0.05262661530580494,0.9874715262187823,0.15393892913189136
5.284402995772337e-07,0.05262786585858121,0.9921403421277604,0.14082484335603065
5.296090190513678e-07,0.05274742102017625,0.99559801732689,0.12884814412973933
5.307777385255018e-07,0.05238397090906339,0.9976566793699795,0.11809934117652982
5.319464579996357e-07,0.05124531868100532,0.9984604759160397,0.10866884288259393
5.331151774737697e-07,0.05133344233098171,0.9981535546240823,0.10049813021588035
5.342838969479037e-07,0.0513414085801899,0.9969075575332014,0.09335077084632079
5.354526164220376e-07,0.05129463093759363,0.9950546539422922,0.08752978199135102
5.366213358961716e-07,0.05147033292087735,0.992984842273837,0.08092649299785305
5.377900553703056e-07,0.050563795271366244,0.9906321276372516,0.07424536270070999
5.389587748444397e-07,0.049860655061599646,0.9871442133597726,0.06851666550560813
5.401274943185737e-07,0.05007727789798704,0.9836664844481542,0.06269763111732371
5.412962137927076e-07,0.049915528237436724,0.9794548152856297,0.05736006093914623
5.424649332668416e-07,0.04924178340421917,0.9739049742041379,0.051826405603924
5.436336527409756e-07,0.04811497500747405,0.96805704365588,0.046652425413530936
5.448023722151096e-07,0.0467598198042381,0.9618480241941626,0.04216647744358534
5.459710916892436e-07,0.0455510403624916,0.9546328688463414,0.03752968267592939
5.471398111633775e-07,0.04427230449829648,0.9476738840274498,0.033037180150347824
5.483085306375115e-07,0.043377877440398845,0.9406384489574351,0.029629620523149915
5.494772501116456e-07,0.043351583251054,0.931322743906913,0.026087293465861673
5.506459695857795e-07,0.04210401657282021,0.9220198441163963,0.022506525593919125
5.518146890599135e-07,0.04309749556680437,0.9112965341140765,0.02004147145159092
5.529834085340475e-07,0.044406802164917235,0.8986030786632809,0.017741185532023637
5.541521280081815e-07,0.04547618168484783,0.8850384080716086,0.015416186095563927
5.553208474823155e-07,0.0469286102454441,0.8714848212004321,0.01290688072757952
5.564895669564494e-07,0.04895488362780872,0.8585407536290934,0.011187879671867932
5.576582864305834e-07,0.05157863745795525,0.8460412412624727,0.00977771595428662
5.588270059047174e-07,0.05536462909732198,0.8336851431675674,0.007267063549412786
5.599957253788515e-07,0.06257106777593899,0.8212249527649712,0.005186614956036372
5.611644448529855e-07,0.07571235681250636,0.8085378621954753,0.003721327273321347
5.623331643271194e-07,0.09428163198744169,0.7955187448575007,0.002846253753904701
5.635018838012534e-07,0.11458239930788318,0.7820624741494655,0.0025349830899608367
5.646706032753874e-07,0.13585877087931583,0.7680639234697906,0.0027032577267503896
5.658393227495213e-07,0.15808315756925032,0.75341827477762,0.0023859642704272006
5.670080422236553e-07,0.1812279702452031,0.7380668206258457,0.0012224212823022454
5.681767616977893e-07,0.20526561977468488,0.7220455640504976,0.0012512745718160864
5.693454811719234e-07,0.2301685170252082,0.7054021457351731,0.0013254643024068328
5.705142006460574e-07,0.25590907286428577,0.6881842063634704,0.0012960659695461661
5.716829201201913e-07,0.2824596981594275,0.6704393866189893,0.0013062409677950038
5.728516395943253e-07,0.30979280377815094,0.6522153271853239,0.0013030546981243523
5.740203590684593e-07,0.3378808005879663,0.6335596687460745,0.00130401308639115
5.751890785425933e-07,0.3666960994563861,0.6145200519848386,0.0013037766296686395
