"Wavelength, µm","n","k"
0.45,1.428059993818
0.461,1.4270259166027
0.472,1.4261013267334
0.483,1.4252707307665
0.494,1.4245212595426
0.5051,1.4238362838982
0.5161,1.4232190564946
0.5271,1.4226554921839
0.5381,1.4221391345908
0.5491,1.421664479206
0.5601,1.4212268112242
0.5711,1.4208220741742
0.5821,1.4204467629671
0.5931,1.420097836405
0.6041,1.4197726452774
0.6152,1.4194662032376
0.6262,1.4191819843195
0.6372,1.4189153450551
0.6482,1.4186647046131
0.6592,1.4184286613241
0.6702,1.4182059684818
0.6812,1.417995513875
0.6922,1.417796302412
0.7032,1.4176074413192
0.7142,1.4174281274876
0.7253,1.4172561251132
0.7363,1.4170938738401
0.7473,1.4169391921764
0.7583,1.4167915416272
0.7693,1.41665043203
0.7803,1.4165154162863
0.7913,1.4163860857623
0.8023,1.416262066261
0.8133,1.4161430144869
0.8243,1.4160286149352
0.8354,1.4159175959704
0.8464,1.4158116881572
0.8574,1.4157096247311
0.8684,1.4156111770348
0.8794,1.4155161332504
0.8904,1.4154242968835
0.9014,1.4153354854069
0.9124,1.4152495290467
0.9234,1.4151662696918
0.9344,1.4150855599138
0.9455,1.4150065609472
0.9565,1.4149305666339
0.9675,1.4148567342425
0.9785,1.4147849511269
0.9895,1.4147151116749
1.001,1.4146440683902
1.012,1.4145779024177
1.023,1.4145133964888
1.034,1.4144504684422
1.045,1.4143890408872
1.056,1.414329040865
1.067,1.4142703995393
1.078,1.414213051912
1.089,1.4141569365624
1.1,1.414101995407
1.111,1.4140481734787
1.122,1.4139954187228
1.133,1.4139436818097
1.144,1.4138929159609
1.155,1.4138430767882
1.166,1.4137941221458
1.177,1.413746011992
1.188,1.4136987082619
1.199,1.4136521747486
1.21,1.4136063769934
1.221,1.4135612821827
1.232,1.4135168590534
1.243,1.4134730778035
1.254,1.4134299100097
1.265,1.4133873285497
1.276,1.4133453075303
1.287,1.4133038222196
1.298,1.4132628489845
1.309,1.4132223652308
1.32,1.4131823493488
1.331,1.4131427806605
1.342,1.4131036393719
1.353,1.4130649065264
1.364,1.4130265639629
1.375,1.4129885942744
1.386,1.4129509807713
1.397,1.4129137074447
1.408,1.4128767589334
1.419,1.4128401204923
1.43,1.4128037779622
1.441,1.412767717742
1.452,1.412731926762
1.463,1.4126963924591
1.474,1.4126611027526
1.485,1.4126260460225
1.496,1.4125912110879
1.507,1.412556587187
1.518,1.4125221639585
1.529,1.4124879314231
1.54,1.4124538799671
1.551,1.4124200003259
